US97717W1255;AuM Fund;AuM Fund Date;AuM Share Class;AuM Share Class Date;Bid NAV;Bid NAV Date;Ask NAV;Ask NAV Date;Valuation NAV;Valuation NAV Date;Transaction NAV;Transaction NAV Date;NoS Fund Date;NoS Share Class;NoS Share Class Date;NoS Fund;FE Bid;FE Bid Date;FE Offer;FE Offer Date;FE NAV;FE NAV Date;FE Generic NAV;FE Generic NAV Date;FE AUM Fund Date;FE AUM Share Class;FE AUM Share Class Date;FE NOS Fund;FE NOS Fund Date;FE NOS Share Class;FE NOS Share Class Date;Citi Code;Fund Code;Dynamic Currency;FE AUM Fund;FE Mid;FE Mid Date;FE Total Return NAV;FE Total Return NAV Date;Amount of Shares Redeemed Fund;Amount of Shares Redeemed Share Class;Amount of Shares Subscribed Fund;Amount of Shares Subscribed Share Class;Number of Shares Redeemed Fund;Number of Shares Redeemed Share Class;Number of Shares Subscribed Fund;Number of Shares Subscribed Share Class
LU0314165159;1482951371.73;30/05/2024;1054623.59;30/05/2024;;;;;12.8;30/05/2024;;;;8.240.798.000.000;30/05/2024;;;;;;12.8;30/05/2024;12.8;30/05/2024;30/05/2024;1054623.59;30/05/2024;;;8.240.798.000.000;30/05/2024;06RI;06FR7;GBP;1482951371.73;12.8;30/05/2024;200.816;30/05/2024;;;;;;;;
LU0309011343;1482951371.73;30/05/2024;41795706.75;30/05/2024;;;;;20.98;30/05/2024;;;;199.263.208.000.000;30/05/2024;;;;;;20.98;30/05/2024;20.98;30/05/2024;30/05/2024;41795706.75;30/05/2024;;;199.263.208.000.000;30/05/2024;06RJ;06FR7;EUR;1482951371.73;20.98;30/05/2024;20.98;30/05/2024;;;;;;;;
LU0302296495;1482951371.73;30/05/2024;4402418.99;30/05/2024;;;;;22.93;30/05/2024;;;;19.200.485.000.000;30/05/2024;;;;;;22.93;30/05/2024;22.93;30/05/2024;30/05/2024;4402418.99;30/05/2024;;;19.200.485.000.000;30/05/2024;06RK;06FR7;GBP;1482951371.73;22.93;30/05/2024;22.93;30/05/2024;;;;;;;;
LU0302296149;882991278.58;30/04/2024;743129660.73;28/02/2022;23.583;30/05/2024;23.653;30/05/2024;23.618;30/05/2024;;;;;;;23.583;30/05/2024;23.653;30/05/2024;23.583;30/05/2024;23.583;30/05/2024;30/04/2024;743129660.73;28/02/2022;;;;;06RO;06FRO;AUD;882991278.58;;;50.654;30/05/2024;;;;;;;;
LU0302296065;882991278.58;30/04/2024;356556358.63;28/02/2022;26.369;30/05/2024;26.449;30/05/2024;26.409;30/05/2024;;;;;;;26.369;30/05/2024;26.449;30/05/2024;26.369;30/05/2024;26.369;30/05/2024;30/04/2024;356556358.63;28/02/2022;;;;;06RP;06FRO;AUD;882991278.58;;;57.348;30/05/2024;;;;;;;;
LU0302237721;8060844258.47;31/05/2024;;;177.95;13/11/2019;177.95;13/11/2019;;;;;;8.344.100.000.000;13/11/2019;;177.95;13/11/2019;177.95;13/11/2019;177.95;13/11/2019;177.95;13/11/2019;31/05/2024;;;;;8.344.100.000.000;13/11/2019;06S0;2JGEQA;EUR;8060844258.47;;;177.95;13/11/2019;;;;;;;;
LU0297947409;8060844258.47;31/05/2024;579770070.10;31/05/2024;;;;;332.82;31/05/2024;;;;174.196.759.200.000;31/05/2024;;;;;;332.82;31/05/2024;332.82;31/05/2024;31/05/2024;579770070.10;31/05/2024;;;174.196.759.200.000;31/05/2024;06S1;2JGEQA;EUR;8060844258.47;332.82;31/05/2024;332.82;31/05/2024;;;;;;;;
LU0297945965;65510751.03;30/05/2024;3136544.03;30/05/2024;;;;;180.87;30/05/2024;;;;1.734.158.600.000;30/05/2024;;;;;;180.87;30/05/2024;180.87;30/05/2024;30/05/2024;3136544.03;30/05/2024;;;1.734.158.600.000;30/05/2024;06S3;F5F73;EUR;65510751.03;180.87;30/05/2024;180.87;30/05/2024;;;;;;;;
LU0294838924;904119750.11;30/05/2024;60300203.05;30/05/2024;;;;;69.69;30/05/2024;;;;86.521.800.000.000;30/05/2024;;;;;;69.69;30/05/2024;69.69;30/05/2024;30/05/2024;60300203.05;30/05/2024;;;86.521.800.000.000;30/05/2024;06SW;GMGEQ;USD;904119750.11;69.69;30/05/2024;69.69;30/05/2024;;;;;;;;
LU0289214545;608269401.47;30/05/2024;4023200687.00;30/05/2024;;;;;68.068;30/05/2024;;;;59.105.688.100.000.000;30/05/2024;;;;;;68.068;30/05/2024;68.068;30/05/2024;30/05/2024;4023200687.00;30/05/2024;;;59.105.688.100.000.000;30/05/2024;077O;04FDD;JPY;608269401.47;68.068;30/05/2024;68.068;30/05/2024;;;;;;;;
LU0289214545;191308899.42;31/05/2024;14600301.34;31/05/2024;;;;;844.83;31/05/2024;;;;1.728.199.000.000;31/05/2024;;;;;;844.83;31/05/2024;844.83;31/05/2024;31/05/2024;14600301.34;31/05/2024;;;1.728.199.000.000;31/05/2024;077S;IBFV1;PLN;191308899.42;844.83;31/05/2024;844.83;31/05/2024;;;;;;0;;0
LU0288299570;10820184.27;30/05/2024;10249410.75;30/05/2024;;;;;87.11;30/05/2024;;;;11.766.100.000.000;30/05/2024;;;;;;87.11;30/05/2024;87.11;30/05/2024;30/05/2024;10249410.75;30/05/2024;;;11.766.100.000.000;30/05/2024;077W;04FUU;EUR;10820184.27;87.11;30/05/2024;874.631;30/05/2024;;;;;;;;
LU0280468637;13878295.10;30/05/2024;1121.63;30/05/2024;;;;;;;112.16;30/05/2024;;1.000.000.000;30/05/2024;;;;;;112.16;30/05/2024;112.16;30/05/2024;30/05/2024;1121.63;30/05/2024;;;1.000.000.000;30/05/2024;078C;DXFU1;EUR;13878295.10;112.16;30/05/2024;112.16;30/05/2024;;;;;;;;
LU0280467159;1279000380.65;30/05/2024;62518586.24;30/05/2024;;;;;268.31;30/05/2024;;;;23.300.866.400.000;30/05/2024;;;;;;268.31;30/05/2024;268.31;30/05/2024;30/05/2024;62518586.24;30/05/2024;;;23.300.866.400.000;30/05/2024;078H;FWF58;EUR;1279000380.65;268.31;30/05/2024;268.31;30/05/2024;;;;;;;;
LU0280466938;1279000380.65;30/05/2024;;;;;;;160.42;21/05/2013;;;;;;;;;;;160.42;21/05/2013;160.42;21/05/2013;30/05/2024;;;;;;;078I;FWF58;USD;1279000380.65;160.42;21/05/2013;160.42;21/05/2013;;;;;;;;
LU0280465617;868117219.53;30/05/2024;4694314.17;30/05/2024;;;;;246.69;30/05/2024;;;;1.902.954.000.000;30/05/2024;;;;;;246.69;30/05/2024;246.69;30/05/2024;30/05/2024;4694314.17;30/05/2024;;;1.902.954.000.000;30/05/2024;078J;F0F05;EUR;868117219.53;246.69;30/05/2024;246.69;30/05/2024;;;;;;;;
LU0278719173;753665750.09;30/05/2024;22776854.37;30/05/2024;;;;;121.62;30/05/2024;;;;18.727.767.700.000;30/05/2024;;;;;;121.62;30/05/2024;121.62;30/05/2024;30/05/2024;22776854.37;30/05/2024;;;18.727.767.700.000;30/05/2024;078L;FJF93;USD;753665750.09;121.62;30/05/2024;121.62;30/05/2024;;;;;;;;
LU0278719090;753665750.09;30/05/2024;40700672.94;19/10/2023;;;;;114.65;19/10/2023;;;;35.500.200.100.000;19/10/2023;;;;;;114.65;19/10/2023;114.65;19/10/2023;30/05/2024;40700672.94;19/10/2023;;;35.500.200.100.000;19/10/2023;078M;FJF93;EUR;753665750.09;114.65;19/10/2023;114.65;19/10/2023;;;;;;;;
LU0278718100;308690883.80;30/05/2024;14777134.85;30/05/2024;;;;;219.32;30/05/2024;;;;6.737.641.200.000;30/05/2024;;;;;;219.32;30/05/2024;219.32;30/05/2024;30/05/2024;14777134.85;30/05/2024;;;6.737.641.200.000;30/05/2024;078Q;TYF46;USD;308690883.80;219.32;30/05/2024;219.32;30/05/2024;;;;;;;;
LU0278469472;308690883.80;30/05/2024;;;;;;;110.98;27/02/2017;;;;19.100.000.000.000;27/02/2017;;;;;;110.98;27/02/2017;110.98;27/02/2017;30/05/2024;;;;;19.100.000.000.000;27/02/2017;078R;TYF46;EUR;308690883.80;110.98;27/02/2017;110.98;27/02/2017;;;;;;;;
LU0278467773;65510751.03;30/05/2024;;;;;;;185.67;22/05/2013;;;;;;;;;;;185.67;22/05/2013;185.67;22/05/2013;30/05/2024;;;;;;;078S;F5F73;USD;65510751.03;185.67;22/05/2013;185.67;22/05/2013;;;;;;;;
LU0278456818;247032169.92;30/05/2024;26046276.85;19/10/2023;;;;;166.14;19/10/2023;;;;15.676.880.300.000;19/10/2023;;;;;;166.14;19/10/2023;166.14;19/10/2023;30/05/2024;26046276.85;19/10/2023;;;15.676.880.300.000;19/10/2023;078T;FJF50;EUR;247032169.92;166.14;19/10/2023;166.14;19/10/2023;;;;;;;;
LU0278456651;247032169.92;30/05/2024;23098793.88;30/05/2024;;;;;197.84;30/05/2024;;;;11.675.635.700.000;30/05/2024;;;;;;197.84;30/05/2024;197.84;30/05/2024;30/05/2024;23098793.88;30/05/2024;;;11.675.635.700.000;30/05/2024;078U;FJF50;USD;247032169.92;197.84;30/05/2024;197.84;30/05/2024;;;;;;;;
LU0276938817;121391668.35;30/05/2024;1426261.49;30/05/2024;;;;;234.46;30/05/2024;;;;608.329.200.000;30/05/2024;;;;;;234.46;30/05/2024;234.46;30/05/2024;30/05/2024;1426261.49;30/05/2024;;;608.329.200.000;30/05/2024;078X;D8FV2;EUR;121391668.35;234.46;30/05/2024;234.46;30/05/2024;;;;;;;;
LU0276938817;121391668.35;30/05/2024;;;;;;;167.3;22/05/2013;;;;;;;;;;;167.3;22/05/2013;167.3;22/05/2013;30/05/2024;;;;;;;078Y;D8FV2;USD;121391668.35;167.3;22/05/2013;167.3;22/05/2013;;;;;;;;
LU0271024258;913502741.46;30/05/2024;43825718.71;30/05/2024;;;;;351.32;30/05/2024;;;;12.474.423.400.000;30/05/2024;;;;;;351.32;30/05/2024;351.32;30/05/2024;30/05/2024;43825718.71;30/05/2024;;;12.474.423.400.000;30/05/2024;079B;FWF54;USD;913502741.46;351.32;30/05/2024;351.32;30/05/2024;;;;;;;;
LU0251806666;729216880.12;30/05/2024;15842725.67;30/05/2024;;;;;404.17;30/05/2024;;;;3.919.780.200.000;30/05/2024;;;;;;404.17;30/05/2024;404.17;30/05/2024;30/05/2024;15842725.67;30/05/2024;;;3.919.780.200.000;30/05/2024;079D;FMF54;EUR;729216880.12;404.17;30/05/2024;404.17;30/05/2024;;;;;;;;
LU0250163515;729216880.12;30/05/2024;;;;;;;180.83;22/05/2013;;;;;;;;;;;180.83;22/05/2013;180.83;22/05/2013;30/05/2024;;;;;;;079E;FMF54;USD;729216880.12;180.83;22/05/2013;180.83;22/05/2013;;;;;;;;
LU0250163515;171591920.34;30/05/2024;13918281.44;30/05/2024;;;;;95.03;30/05/2024;;;;14.646.883.700.000;30/05/2024;;;;;;95.03;30/05/2024;95.03;30/05/2024;30/05/2024;13918281.44;30/05/2024;;;14.646.883.700.000;30/05/2024;079F;FOF13;USD;171591920.34;95.03;30/05/2024;95.03;30/05/2024;;;;;;;;
LU0248424524;171591920.34;30/05/2024;13082989.40;12/10/2023;;;;;80.32;12/10/2023;;;;16.288.711.500.000;12/10/2023;;;;;;80.32;12/10/2023;80.32;12/10/2023;30/05/2024;13082989.40;12/10/2023;;;16.288.711.500.000;12/10/2023;079G;FOF13;EUR;171591920.34;80.32;12/10/2023;80.32;12/10/2023;;;;;;;;
LU0248273566;1033659022.43;30/05/2024;96077933.54;30/05/2024;;;;;86.31;30/05/2024;;;;111.312.385.100.000;30/05/2024;;;;;;86.31;30/05/2024;86.31;30/05/2024;30/05/2024;96077933.54;30/05/2024;;;111.312.385.100.000;30/05/2024;079H;FSF59;EUR;1033659022.43;86.31;30/05/2024;86.31;30/05/2024;;;;;;;;
LU0248273137;1033659022.43;30/05/2024;164099270.97;21/11/2023;;;;;91.39;21/11/2023;;;;179.560.020.600.000;21/11/2023;;;;;;91.39;21/11/2023;91.39;21/11/2023;30/05/2024;164099270.97;21/11/2023;;;179.560.020.600.000;21/11/2023;079I;FSF59;USD;1033659022.43;91.39;21/11/2023;91.39;21/11/2023;;;;;;;;
LU0248272758;41176001.17;31/05/2024;;;;;;;28.174;31/05/2024;;;;4.747.700.000.000;31/05/2024;;;;;;28.174;31/05/2024;28.174;31/05/2024;31/05/2024;;;;;4.747.700.000.000;31/05/2024;079J;MOFD0;USD;41176001.17;28.174;31/05/2024;63.595;31/05/2024;;;;;;;;
LU0248271941;410452772.78;30/04/2024;;;;;;;8.79;31/05/2024;;;;;;;;;;;8.79;31/05/2024;8.79;31/05/2024;30/04/2024;;;;;;;079K;FIFT0;CHF;410452772.78;8.79;31/05/2024;117.104;31/05/2024;;;;;;;;
LU0248063595;74397454.40;29/05/2024;743974544.00;29/05/2024;;;;;2675.08;29/05/2024;;;;3.005.127.900.000;04/04/2024;;;;;;2675.08;29/05/2024;2675.08;29/05/2024;29/05/2024;743974544.00;29/05/2024;;;3.005.127.900.000;04/04/2024;07AN;07FAN;EUR;74397454.40;2675.08;29/05/2024;2675.08;29/05/2024;;;;;;;;
LU0248063595;30143750.36;29/05/2024;;;;;;;122.9;30/05/2024;;;;6.758.400.000.000;30/05/2024;;;;;;122.9;30/05/2024;122.9;30/05/2024;29/05/2024;;;;;6.758.400.000.000;30/05/2024;07AO;07FAO;EUR;30143750.36;122.9;30/05/2024;122.9;30/05/2024;;;;;;;;
LU0248053109;30143750.36;29/05/2024;;;;;;;161.47;30/05/2024;;;;3.500.400.000.000;30/05/2024;;;;;;161.47;30/05/2024;161.47;30/05/2024;29/05/2024;;;;;3.500.400.000.000;30/05/2024;07AP;07FAO;EUR;30143750.36;161.47;30/05/2024;161.47;30/05/2024;;;;;;;;
LU0241887016;30143750.36;29/05/2024;;;;;;;71.19;30/05/2024;;;;21.835.600.000.000;30/05/2024;;;;;;71.19;30/05/2024;71.19;30/05/2024;29/05/2024;;;;;21.835.600.000.000;30/05/2024;07AQ;07FAO;EUR;30143750.36;71.19;30/05/2024;886.256;30/05/2024;;;;;;;;
LU0241885077;247032169.92;30/05/2024;;;;;;;138.82;30/12/2016;;;;2.317.700.000.000;30/12/2016;;;;;;138.82;30/12/2016;138.82;30/12/2016;30/05/2024;;;;;2.317.700.000.000;30/12/2016;07B9;FJF50;USD;247032169.92;138.82;30/12/2016;138.82;30/12/2016;;;;;;;;
LU0241882728;913502741.46;30/05/2024;5104790.42;30/05/2024;;;;;282.98;30/05/2024;;;;1.803.968.100.000;30/05/2024;;;;;;282.98;30/05/2024;282.98;30/05/2024;30/05/2024;5104790.42;30/05/2024;;;1.803.968.100.000;30/05/2024;07BB;FWF54;USD;913502741.46;282.98;30/05/2024;282.98;30/05/2024;;;;;;;;
LU0241337616;729216880.12;30/05/2024;16763528.32;30/05/2024;;;;;334.7;30/05/2024;;;;5.008.543.800.000;30/05/2024;;;;;;334.7;30/05/2024;334.7;30/05/2024;30/05/2024;16763528.32;30/05/2024;;;5.008.543.800.000;30/05/2024;07BC;FMF54;EUR;729216880.12;334.7;30/05/2024;334.7;30/05/2024;;;;;;;;
LU0236502661;127967662.94;30/05/2024;;;;;;;;;72.82;30/05/2024;;;;;;;;;72.82;30/05/2024;72.82;30/05/2024;30/05/2024;;;;;;;07BH;07FBH;EUR;127967662.94;72.82;30/05/2024;1.087.279;30/05/2024;;;;;;;;
LU0236177068;6525248358.19;31/05/2024;;;94.92;13/11/2019;100.17;13/11/2019;;;;;;23.894.500.000.000;13/11/2019;;94.92;13/11/2019;100.17;13/11/2019;94.92;13/11/2019;94.92;13/11/2019;31/05/2024;;;;;23.894.500.000.000;13/11/2019;07BJ;FLFEM;EUR;6525248358.19;;;94.92;13/11/2019;;;;;;;;
LU0228160049;6525248358.19;31/05/2024;16012104.85;31/05/2024;;;;;;;85.73;31/05/2024;;18.677.679.900.000;31/05/2024;;;;;;85.73;31/05/2024;85.73;31/05/2024;31/05/2024;16012104.85;31/05/2024;;;18.677.679.900.000;31/05/2024;07BK;FLFEM;EUR;6525248358.19;85.73;31/05/2024;85.73;31/05/2024;;;;;;;;
LU0225309508;293809442.65;30/05/2024;63202202.52;30/05/2024;;;;;97.92;30/05/2024;;;;64.544.132.100.000;30/05/2024;;;;;;97.92;30/05/2024;97.92;30/05/2024;30/05/2024;63202202.52;30/05/2024;;;64.544.132.100.000;30/05/2024;07CG;07FCG;CHF;293809442.65;97.92;30/05/2024;1.036.751;30/05/2024;;;;;;;;
LU0225309177;293809442.65;30/05/2024;8282316.37;30/05/2024;;;;;103.59;30/05/2024;;;;7.995.333.300.000;30/05/2024;;;;;;103.59;30/05/2024;103.59;30/05/2024;30/05/2024;8282316.37;30/05/2024;;;7.995.333.300.000;30/05/2024;07CH;07FCG;CHF;293809442.65;103.59;30/05/2024;103.59;30/05/2024;;;;;;;;
LU0225307478;293809442.65;30/05/2024;110444406.11;30/05/2024;;;;;98.25;30/05/2024;;;;112.416.900.000.000;30/05/2024;;;;;;98.25;30/05/2024;98.25;30/05/2024;30/05/2024;110444406.11;30/05/2024;;;112.416.900.000.000;30/05/2024;07CI;07FCG;CHF;293809442.65;98.25;30/05/2024;107.381;30/05/2024;;;;;;;;
LU0214705203;293809442.65;30/05/2024;101774769.44;30/05/2024;;;;;108.58;30/05/2024;;;;93.732.144.300.000;30/05/2024;;;;;;108.58;30/05/2024;108.58;30/05/2024;30/05/2024;101774769.44;30/05/2024;;;93.732.144.300.000;30/05/2024;07CJ;07FCG;CHF;293809442.65;108.58;30/05/2024;108.58;30/05/2024;;;;;;;;
LU0214705203;351970000.00;30/04/2024;5119540.58;29/05/2024;;;;;86.72;29/05/2024;;;;5.903.693.500.000;29/05/2024;;;;;;86.72;29/05/2024;86.72;29/05/2024;30/04/2024;5119540.58;29/05/2024;;;5.903.693.500.000;29/05/2024;07CW;BVFY9;EUR;351970000.00;86.72;29/05/2024;86.72;29/05/2024;;;;;;;;
LU0208670512;51900000.00;30/04/2024;1129964.96;30/05/2024;;;;;98.74;31/05/2024;;;;1.142.796.600.000;30/05/2024;;;;;;98.74;31/05/2024;98.74;31/05/2024;30/04/2024;1129964.96;30/05/2024;;;1.142.796.600.000;30/05/2024;07CZ;C6F83;EUR;51900000.00;98.74;31/05/2024;98.74;31/05/2024;;;;;;;;
LU0201602173;3526570000.00;30/04/2024;62717007.53;30/05/2024;;;;;2256.5;30/05/2024;;;;2.779.393.100.000;30/05/2024;;;;;;2256.5;30/05/2024;2256.5;30/05/2024;30/04/2024;62717007.53;30/05/2024;;;2.779.393.100.000;30/05/2024;07D0;BVFX2;EUR;3526570000.00;2256.5;30/05/2024;2256.5;30/05/2024;;;;;;;;
LU0201602173;3526570000.00;30/04/2024;66417007.06;30/05/2024;;;;;226.51;30/05/2024;;;;29.322.349.600.000;30/05/2024;;;;;;226.51;30/05/2024;226.51;30/05/2024;30/04/2024;66417007.06;30/05/2024;;;29.322.349.600.000;30/05/2024;07D1;BVFX2;EUR;3526570000.00;226.51;30/05/2024;226.51;30/05/2024;;;;;;;;
LU0201576070;3526570000.00;30/04/2024;35217742.07;30/05/2024;;;;;73.5;31/05/2024;;;;47.919.302.500.000;30/05/2024;;;;;;73.5;31/05/2024;73.5;31/05/2024;30/04/2024;35217742.07;30/05/2024;;;47.919.302.500.000;30/05/2024;07D2;BVFX2;EUR;3526570000.00;73.5;31/05/2024;1.078.139;31/05/2024;;;;;;;;
LU0201576070;634650000.00;30/04/2024;814285.26;30/05/2024;;;;;125.83;30/05/2024;;;;647.110.100.000;30/05/2024;;;;;;125.83;30/05/2024;125.83;30/05/2024;30/04/2024;814285.26;30/05/2024;;;647.110.100.000;30/05/2024;07D3;BVFX5;EUR;634650000.00;125.83;30/05/2024;125.83;30/05/2024;;;;;;;;
LU0201575858;634650000.00;30/04/2024;882766.65;30/05/2024;;;;;136.81;31/05/2024;;;;647.110.100.000;30/05/2024;;;;;;136.81;31/05/2024;136.81;31/05/2024;30/04/2024;882766.65;30/05/2024;;;647.110.100.000;30/05/2024;07D4;BVFX5;USD;634650000.00;136.81;31/05/2024;136.81;31/05/2024;;;;;;;;
LU0201575858;634650000.00;30/04/2024;15567979.80;30/05/2024;;;;;1821.73;30/05/2024;;;;854.569.000.000;30/05/2024;;;;;;1821.73;30/05/2024;1821.73;30/05/2024;30/04/2024;15567979.80;30/05/2024;;;854.569.000.000;30/05/2024;07D5;BVFX5;EUR;634650000.00;1821.73;30/05/2024;1821.73;30/05/2024;;;;;;;;
LU0201575346;634650000.00;30/04/2024;12156715.79;30/05/2024;;;;;168.35;30/05/2024;;;;7.221.295.800.000;30/05/2024;;;;;;168.35;30/05/2024;168.35;30/05/2024;30/04/2024;12156715.79;30/05/2024;;;7.221.295.800.000;30/05/2024;07D6;BVFX5;EUR;634650000.00;168.35;30/05/2024;168.35;30/05/2024;;;;;;;;
LU0201575346;634650000.00;30/04/2024;2174414.82;30/05/2024;;;;;113.89;30/05/2024;;;;1.909.257.600.000;30/05/2024;;;;;;113.89;30/05/2024;113.89;30/05/2024;30/04/2024;2174414.82;30/05/2024;;;1.909.257.600.000;30/05/2024;07D7;BVFX5;EUR;634650000.00;113.89;30/05/2024;1.502.146;30/05/2024;;;;;;;;
LU0199057307;634650000.00;30/04/2024;6920410.52;30/05/2024;;;;;163.89;30/05/2024;;;;4.222.498.500.000;30/05/2024;;;;;;163.89;30/05/2024;163.89;30/05/2024;30/04/2024;6920410.52;30/05/2024;;;4.222.498.500.000;30/05/2024;07D8;BVFX5;EUR;634650000.00;163.89;30/05/2024;163.89;30/05/2024;;;;;;;;
LU0194908405;2442800000.00;30/04/2024;75173924.41;30/05/2024;;;;;1292.67;30/05/2024;;;;5.815.398.600.000;30/05/2024;;;;;;1292.67;30/05/2024;1292.67;30/05/2024;30/04/2024;75173924.41;30/05/2024;;;5.815.398.600.000;30/05/2024;07DA;BVFW5;EUR;2442800000.00;1292.67;30/05/2024;1292.67;30/05/2024;;;;;;;;
LU0179830913;2442800000.00;30/04/2024;31875068.10;30/05/2024;;;;;114.47;30/05/2024;;;;27.844.668.000.000;30/05/2024;;;;;;114.47;30/05/2024;114.47;30/05/2024;30/04/2024;31875068.10;30/05/2024;;;27.844.668.000.000;30/05/2024;07DB;BVFW5;EUR;2442800000.00;114.47;30/05/2024;114.47;30/05/2024;;;;;;;;
LU0159050771;2442800000.00;30/04/2024;936740.79;30/05/2024;;;;;99.19;30/05/2024;;;;944.430.400.000;30/05/2024;;;;;;99.19;30/05/2024;99.19;30/05/2024;30/04/2024;936740.79;30/05/2024;;;944.430.400.000;30/05/2024;07DC;BVFW5;EUR;2442800000.00;99.19;30/05/2024;99.19;30/05/2024;;;;;;;;
LU0159050771;2442800000.00;30/04/2024;1015520.69;30/05/2024;;;;;106.63;31/05/2024;;;;944.430.400.000;30/05/2024;;;;;;106.63;31/05/2024;106.63;31/05/2024;30/04/2024;1015520.69;30/05/2024;;;944.430.400.000;30/05/2024;07DD;BVFW5;USD;2442800000.00;106.63;31/05/2024;106.63;31/05/2024;;;;;;;;
LU0159032522;250000000.00;30/04/2024;3165210.01;30/05/2024;;;;;135.63;31/05/2024;;;;2.333.760.500.000;30/05/2024;;;;;;135.63;31/05/2024;135.63;31/05/2024;30/04/2024;3165210.01;30/05/2024;;;2.333.760.500.000;30/05/2024;07DH;IEF71;EUR;250000000.00;135.63;31/05/2024;135.63;31/05/2024;;;;;;;;
LU0147394752;351970000.00;30/04/2024;46897481.11;29/05/2024;;;;;1076.41;29/05/2024;;;;4.356.850.700.000;29/05/2024;;;;;;1076.41;29/05/2024;1076.41;29/05/2024;30/04/2024;46897481.11;29/05/2024;;;4.356.850.700.000;29/05/2024;07DO;BVFY9;EUR;351970000.00;1076.41;29/05/2024;1076.41;29/05/2024;;;;;;;;
LU0133084896;351970000.00;30/04/2024;17044377.60;29/05/2024;;;;;94.87;29/05/2024;;;;17.966.927.600.000;29/05/2024;;;;;;94.87;29/05/2024;94.87;29/05/2024;30/04/2024;17044377.60;29/05/2024;;;17.966.927.600.000;29/05/2024;07DP;BVFY9;EUR;351970000.00;94.87;29/05/2024;94.87;29/05/2024;;;;;;;;
LU0119133931;351970000.00;30/04/2024;1691360.98;29/05/2024;;;;;84.97;29/05/2024;;;;1.990.534.200.000;29/05/2024;;;;;;84.97;29/05/2024;84.97;29/05/2024;30/04/2024;1691360.98;29/05/2024;;;1.990.534.200.000;29/05/2024;07DQ;BVFY9;EUR;351970000.00;84.97;29/05/2024;84.97;29/05/2024;;;;;;;;
LU0119133188;351970000.00;30/04/2024;18349858.22;29/05/2024;;;;;90.75;29/05/2024;;;;20.219.743.300.000;29/05/2024;;;;;;90.75;29/05/2024;90.75;29/05/2024;30/04/2024;18349858.22;29/05/2024;;;20.219.743.300.000;29/05/2024;07DR;BVFY9;EUR;351970000.00;90.75;29/05/2024;90.75;29/05/2024;;;;;;;;
LU0119131489;94799705.00;30/04/2024;473133.08;30/05/2024;;;;;93.45;31/05/2024;;;;506.068.100.000;30/05/2024;;;;;;93.45;31/05/2024;93.45;31/05/2024;30/04/2024;473133.08;30/05/2024;;;506.068.100.000;30/05/2024;07DS;BQGBD;USD;94799705.00;93.45;31/05/2024;93.45;31/05/2024;;;;;;;;
LU0117185156;3526570000.00;30/04/2024;107878926.23;30/05/2024;;;;;219.3;30/05/2024;;;;49.192.288.900.000;30/05/2024;;;;;;219.3;30/05/2024;219.3;30/05/2024;30/04/2024;107878926.23;30/05/2024;;;49.192.288.900.000;30/05/2024;07DT;BVFX2;EUR;3526570000.00;219.3;30/05/2024;219.3;30/05/2024;;;;;;;;
LU0104030142;3526570000.00;30/04/2024;136781392.93;30/05/2024;;;;;130.06;30/05/2024;;;;105.170.491.100.000;30/05/2024;;;;;;130.06;30/05/2024;130.06;30/05/2024;30/04/2024;136781392.93;30/05/2024;;;105.170.491.100.000;30/05/2024;07DU;BVFX2;GBP;3526570000.00;130.06;30/05/2024;160.407;30/05/2024;;;;;;;;
LU0104030142;3526570000.00;30/04/2024;18927725.60;30/05/2024;;;;;117.58;30/05/2024;;;;16.098.024.600.000;30/05/2024;;;;;;117.58;30/05/2024;117.58;30/05/2024;30/04/2024;18927725.60;30/05/2024;;;16.098.024.600.000;30/05/2024;07DV;BVFX2;EUR;3526570000.00;117.58;30/05/2024;117.58;30/05/2024;;;;;;;;
LU0053696224;3526570000.00;30/04/2024;20519547.32;30/05/2024;;;;;127.48;31/05/2024;;;;16.098.024.600.000;30/05/2024;;;;;;127.48;31/05/2024;127.48;31/05/2024;30/04/2024;20519547.32;30/05/2024;;;16.098.024.600.000;30/05/2024;07DW;BVFX2;USD;3526570000.00;127.48;31/05/2024;127.48;31/05/2024;;;;;;;;
LU0053696224;42800400.00;28/05/2024;591534.18;30/05/2024;;;;;115.28;29/05/2024;;;;514.080.900.000;30/05/2024;;;;;;115.28;29/05/2024;115.28;29/05/2024;28/05/2024;591534.18;30/05/2024;;;514.080.900.000;30/05/2024;7,00E+00;ICF93;EUR;42800400.00;115.28;29/05/2024;115.28;29/05/2024;;;;;;;;
ISIN;42800400.00;28/05/2024;640859.66;29/05/2024;;;;;124.66;29/05/2024;;;;514.080.900.000;29/05/2024;;;;;;124.66;29/05/2024;124.66;29/05/2024;28/05/2024;640859.66;29/05/2024;;;514.080.900.000;29/05/2024;7,00E+01;ICF93;USD;42800400.00;124.66;29/05/2024;124.66;29/05/2024;;;;;;;;
IE00BLP58R98;2442800000.00;30/04/2024;8257973.98;30/05/2024;;;;;155.57;30/05/2024;;;;5.308.130.100.000;30/05/2024;;;;;;155.57;30/05/2024;155.57;30/05/2024;30/04/2024;8257973.98;30/05/2024;;;5.308.130.100.000;30/05/2024;7,00E+04;BVFW5;EUR;2442800000.00;155.57;30/05/2024;1.653.642;30/05/2024;;;;;;;;
