US97717W1255;AuM Fund;AuM Fund Date;AuM Share Class;AuM Share Class Date;Bid NAV;Bid NAV Date;Ask NAV;Ask NAV Date;Valuation NAV;Valuation NAV Date;Transaction NAV;Transaction NAV Date;NoS Fund Date;NoS Share Class;NoS Share Class Date;NoS Fund;FE Bid;FE Bid Date;FE Offer;FE Offer Date;FE NAV;FE NAV Date;FE Generic NAV;FE Generic NAV Date;FE AUM Fund Date;FE AUM Share Class;FE AUM Share Class Date;FE NOS Fund;FE NOS Fund Date;FE NOS Share Class;FE NOS Share Class Date;Citi Code;Fund Code;Dynamic Currency;FE AUM Fund;FE Mid;FE Mid Date;FE Total Return NAV;FE Total Return NAV Date;Amount of Shares Redeemed Fund;Amount of Shares Redeemed Share Class;Amount of Shares Subscribed Fund;Amount of Shares Subscribed Share Class;Number of Shares Redeemed Fund;Number of Shares Redeemed Share Class;Number of Shares Subscribed Fund;Number of Shares Subscribed Share Class
LU0654560100;51243377.34;31/05/2024;7311696.79;31/05/2024;;;;;126.8;31/05/2024;;;;;;;;;;;126.8;31/05/2024;126.8;31/05/2024;31/05/2024;7311696.79;31/05/2024;;;;;03IX;SCINC;GBP;51243377.34;126.8;31/05/2024;2.971.022;31/05/2024;;;;;;;;
LU0654560019;2605396916.45;31/05/2024;921394.04;31/05/2024;;;;;;;7.86;31/05/2024;;11.725.900.300.000;31/05/2024;;;;;;7.86;31/05/2024;7.86;31/05/2024;31/05/2024;921394.04;31/05/2024;;;11.725.900.300.000;31/05/2024;03JK;GFEMD;SGD;2605396916.45;7.86;31/05/2024;137.987;31/05/2024;;;;;;;;
LU0654559862;800792236.68;31/05/2024;36967.24;31/05/2024;;;;;;;36.97;31/05/2024;;100.000.000.000;31/05/2024;;;;;;36.97;31/05/2024;36.97;31/05/2024;31/05/2024;36967.24;31/05/2024;;;100.000.000.000;31/05/2024;03JN;Y5F01;SGD;800792236.68;36.97;31/05/2024;36.97;31/05/2024;;;;;;;;
LU0654559789;1276432491.28;31/05/2024;;;11.27;13/11/2019;11.83;13/11/2019;;;;;;;;;11.27;13/11/2019;11.83;13/11/2019;11.27;13/11/2019;11.27;13/11/2019;31/05/2024;;;;;;;03JR;THHKCG;HKD;1276432491.28;;;11.27;13/11/2019;;;;;;;;
LU0654559607;7453498266.13;30/04/2024;;;;;;;12.58;31/05/2024;;;;;;;;;;;12.58;31/05/2024;12.58;31/05/2024;30/04/2024;;;;;;;03LA;X2F46;CHF;7453498266.13;12.58;31/05/2024;12.58;31/05/2024;;;;;;;;
LU0654559516;4064351467.97;30/04/2024;;;;;;;9.74;31/05/2024;;;;;;;;;;;9.74;31/05/2024;9.74;31/05/2024;30/04/2024;;;;;;;03LB;4PTRBB;CHF;4064351467.97;9.74;31/05/2024;9.74;31/05/2024;;;;;;;;
LU0654559276;4064351467.97;30/04/2024;;;;;;;9.31;31/05/2024;;;;;;;;;;;9.31;31/05/2024;9.31;31/05/2024;30/04/2024;;;;;;;03LC;4PTRBB;CHF;4064351467.97;9.31;31/05/2024;9.31;31/05/2024;;;;;;;;
LU0654558898;82366870.72;31/05/2024;2813466.54;31/05/2024;;;;;97.809;31/05/2024;;;;28.765.034.700.000;31/05/2024;;;;;;97.809;31/05/2024;97.809;31/05/2024;31/05/2024;2813466.54;31/05/2024;;;28.765.034.700.000;31/05/2024;03LP;03FLP;USD;82366870.72;97.809;31/05/2024;12.922;31/05/2024;;;;;;0;;0
LU0654558625;82366870.72;31/05/2024;4689869.65;31/05/2024;;;;;94.38;31/05/2024;;;;4.969.044.200.000;31/05/2024;;;;;;94.38;31/05/2024;94.38;31/05/2024;31/05/2024;4689869.65;31/05/2024;;;4.969.044.200.000;31/05/2024;03LQ;03FLP;EUR;82366870.72;94.38;31/05/2024;1.251.638;31/05/2024;;;;;;0;;0
LU0654558468;82366870.72;31/05/2024;725260.07;31/05/2024;;;;;982.79;31/05/2024;;;;73.796.400.000;31/05/2024;;;;;;982.79;31/05/2024;982.79;31/05/2024;31/05/2024;725260.07;31/05/2024;;;73.796.400.000;31/05/2024;03LS;03FLP;USD;82366870.72;982.79;31/05/2024;13.698.241;31/05/2024;;;;;;0;;0
LU0654558112;82366870.72;31/05/2024;;;1009.87;13/11/2019;1009.87;13/11/2019;;;;;;;;;1009.87;13/11/2019;1009.87;13/11/2019;1009.87;13/11/2019;1009.87;13/11/2019;31/05/2024;;;;;;;03LT;03FLP;USD;82366870.72;;;12.375.644;13/11/2019;;;;;;;;
LU0651947912;712784815.82;31/05/2024;;;17.97;14/03/2016;18.96;14/03/2016;;;;;;;;;17.97;14/03/2016;18.96;14/03/2016;17.97;14/03/2016;17.97;14/03/2016;31/05/2024;;;;;;;03OO;FLFET;EUR;712784815.82;;;196.439;14/03/2016;;;;;;;;
LU0651946864;352978378652.00;31/05/2024;;;27.81;14/03/2016;29.35;14/03/2016;;;;;;;;;27.81;14/03/2016;29.35;14/03/2016;27.81;14/03/2016;27.81;14/03/2016;31/05/2024;;;;;;;03OT;FLFJ;USD;352978378652.00;;;280.673;14/03/2016;;;;;;;;
LU0650650376;712784815.82;31/05/2024;;;;;;;18.06;14/03/2016;;;;;;;;;;;18.06;14/03/2016;18.06;14/03/2016;31/05/2024;;;;;;;03P3;FLFET;EUR;712784815.82;18.06;14/03/2016;197.337;14/03/2016;;;;;;;;
LU0650527681;352978378652.00;31/05/2024;;;;;;;27.95;14/03/2016;;;;;;;;;;;27.95;14/03/2016;27.95;14/03/2016;31/05/2024;;;;;;;03P8;FLFJ;USD;352978378652.00;27.95;14/03/2016;293.083;14/03/2016;;;;;;;;
LU0649388781;3779476630.23;30/05/2024;68564085.07;30/05/2024;;;;;193.17;30/05/2024;;;;89.811.066.200.000;05/04/2024;;;;;;193.17;30/05/2024;193.17;30/05/2024;30/05/2024;68564085.07;30/05/2024;;;89.811.066.200.000;05/04/2024;03PS;UHF80;EUR;3779476630.23;193.17;30/05/2024;193.17;30/05/2024;;;;;;;;
LU0648978533;21270241.61;31/05/2024;;;;;;;80.8;30/11/2023;;;;1.000.000.000;30/11/2023;;;;;;80.8;30/11/2023;80.8;30/11/2023;31/05/2024;;;;;1.000.000.000;30/11/2023;03QP;03FQP;EUR;21270241.61;80.8;30/11/2023;921.279;30/11/2023;;;;;;;;
LU0648948544;21270241.61;31/05/2024;;;;;;;97.9;31/05/2024;;;;;;;;;;;97.9;31/05/2024;97.9;31/05/2024;31/05/2024;;;;;;;03QQ;03FQP;EUR;21270241.61;97.9;31/05/2024;988.096;31/05/2024;;;;;;;;
LU0648948544;21270241.61;31/05/2024;;;;;;;99.14;31/05/2024;;;;1.549.900.000.000;31/05/2024;;;;;;99.14;31/05/2024;99.14;31/05/2024;31/05/2024;;;;;1.549.900.000.000;31/05/2024;03QR;03FQP;EUR;21270241.61;99.14;31/05/2024;99.14;31/05/2024;;;;;;;;
LU0648599867;2972818.82;31/05/2024;;;;;;;135.51;31/05/2024;;;;2.193.700.000.000;31/05/2024;;;;;;135.51;31/05/2024;135.51;31/05/2024;31/05/2024;;;;;2.193.700.000.000;31/05/2024;03QS;03FQS;EUR;2972818.82;135.51;31/05/2024;1.445.929;31/05/2024;;;;;;;;
LU0648599784;97867656.37;30/04/2024;74314071.93;31/10/2023;0.9859;30/05/2024;0.9913;30/05/2024;0.989;30/05/2024;;;;;;;0.9859;30/05/2024;0.9913;30/05/2024;0.9859;30/05/2024;0.9859;30/05/2024;30/04/2024;74314071.93;31/10/2023;;;;;03QU;03FQU;AUD;97867656.37;;;1.861;30/05/2024;;;;;;;;
LU0648599602;1501844036.19;31/05/2024;;;;;;;246.39;31/05/2024;;;;14.651.300.000.000;31/05/2024;;;;;;246.39;31/05/2024;246.39;31/05/2024;31/05/2024;;;;;14.651.300.000.000;31/05/2024;03RE;C4FN6;EUR;1501844036.19;246.39;31/05/2024;2.518.494;31/05/2024;;;;;;;;
LU0648598976;221945771.60;31/05/2024;;;;;;;468.13;31/05/2024;;;;4.080.600.000.000;31/05/2024;;;;;;468.13;31/05/2024;468.13;31/05/2024;31/05/2024;;;;;4.080.600.000.000;31/05/2024;03RF;C4FY4;EUR;221945771.60;468.13;31/05/2024;468.13;31/05/2024;;;;;;;;
LU0648598893;884445825.80;31/05/2024;;;;;;;14.35;31/05/2024;;;;709.649.700.000.000;31/05/2024;;;;;;14.35;31/05/2024;14.35;31/05/2024;31/05/2024;;;;;709.649.700.000.000;31/05/2024;03RH;AHFT1;EUR;884445825.80;14.35;31/05/2024;14.35;31/05/2024;;;;;;;;
LU0648598620;126859371.14;31/05/2024;;;;;;;128.79;31/05/2024;;;;3.354.400.000.000;31/05/2024;;;;;;128.79;31/05/2024;128.79;31/05/2024;31/05/2024;;;;;3.354.400.000.000;31/05/2024;03RL;IPFS4;EUR;126859371.14;128.79;31/05/2024;128.79;31/05/2024;;;;;;;;
LU0648598034;243025253.52;31/05/2024;;;;;;;98.98;31/05/2024;;;;599.400.000.000;31/05/2024;;;;;;98.98;31/05/2024;98.98;31/05/2024;31/05/2024;;;;;599.400.000.000;31/05/2024;03RR;C4FQ6;EUR;243025253.52;98.98;31/05/2024;98.98;31/05/2024;;;;;;;;
LU0648597903;151423315.88;31/05/2024;106937345.80;31/05/2024;;;;;318.1;31/05/2024;;;;3.361.361.900.000.000;31/05/2024;;;;;;318.1;31/05/2024;318.1;31/05/2024;31/05/2024;106937345.80;31/05/2024;;;3.361.361.900.000.000;31/05/2024;03RZ;SPEU;GBP;151423315.88;318.1;31/05/2024;318.1;31/05/2024;;;;;;;;
LU0648597655;1167080784.79;30/05/2024;2387247.70;31/05/2024;;;;;208.703;30/05/2024;;;;1.143.500.000.000;31/05/2024;;;;;;208.703;30/05/2024;208.703;30/05/2024;30/05/2024;2387247.70;31/05/2024;;;1.143.500.000.000;31/05/2024;03T2;ITFH4;EUR;1167080784.79;208.703;30/05/2024;208.703;30/05/2024;;;;;;;;
LU0648597572;1102575750.85;31/05/2024;703140839.70;31/05/2024;;;;;684.4;31/05/2024;;;;;;;;;;;684.4;31/05/2024;684.4;31/05/2024;31/05/2024;703140839.70;31/05/2024;;;;;03TF;FRAG;GBP;1102575750.85;684.4;31/05/2024;684.4;31/05/2024;;;;;;;;
LU0647154961;1102575750.85;31/05/2024;95453501.05;31/05/2024;;;;;683.9;31/05/2024;;;;;;;;;;;683.9;31/05/2024;683.9;31/05/2024;31/05/2024;95453501.05;31/05/2024;;;;;03TG;FRAG;GBP;1102575750.85;683.9;31/05/2024;683.9;31/05/2024;;;;;;;;
LU0647154961;25966900.00;15/05/2024;3965228.64;31/05/2024;;;;;142.5;31/05/2024;;;;;;;;;;;142.5;31/05/2024;142.5;31/05/2024;15/05/2024;3965228.64;31/05/2024;;;;;03TH;FREM;GBP;25966900.00;142.5;31/05/2024;142.5;31/05/2024;;;;;;;;
LU0647025211;25966900.00;15/05/2024;1746700.78;31/05/2024;;;;;126.9;31/05/2024;;;;;;;;;;;126.9;31/05/2024;126.9;31/05/2024;15/05/2024;1746700.78;31/05/2024;;;;;03TI;FREM;GBP;25966900.00;126.9;31/05/2024;1.502.394;31/05/2024;;;;;;;;
LU0645147504;1271704005.21;31/05/2024;832471869.02;31/05/2024;;;;;755.3;31/05/2024;;;;;;;;;;;755.3;31/05/2024;755.3;31/05/2024;31/05/2024;832471869.02;31/05/2024;;;;;03TL;FRMNFI;GBP;1271704005.21;755.3;31/05/2024;755.3;31/05/2024;;;;;;;;
LU0645147413;1271704005.21;31/05/2024;150041259.32;31/05/2024;;;;;755.6;31/05/2024;;;;;;;;;;;755.6;31/05/2024;755.6;31/05/2024;31/05/2024;150041259.32;31/05/2024;;;;;03TM;FRMNFI;GBP;1271704005.21;755.6;31/05/2024;755.6;31/05/2024;;;;;;;;
LU0645147330;273477964.91;31/05/2024;14247871.25;31/05/2024;;;;;196.3;31/05/2024;;;;;;;;;;;196.3;31/05/2024;196.3;31/05/2024;31/05/2024;14247871.25;31/05/2024;;;;;03TN;FRCGT;GBP;273477964.91;196.3;31/05/2024;196.3;31/05/2024;;;;;;;;
LU0645135756;273477964.91;31/05/2024;795574.87;31/05/2024;;;;;95.27;31/05/2024;;;;;;;;;;;95.27;31/05/2024;95.27;31/05/2024;31/05/2024;795574.87;31/05/2024;;;;;03TO;FRCGT;GBP;273477964.91;95.27;31/05/2024;1.970.602;31/05/2024;;;;;;;;
LU0645133033;82031694.47;31/05/2024;39177400.26;31/05/2024;;;;;203.9;31/05/2024;;;;;;;;;;;203.9;31/05/2024;203.9;31/05/2024;31/05/2024;39177400.26;31/05/2024;;;;;03TR;FRUKG;GBP;82031694.47;203.9;31/05/2024;203.9;31/05/2024;;;;;;;;
LU0645132902;82031694.47;31/05/2024;5506248.53;31/05/2024;;;;;158.4;31/05/2024;;;;;;;;;;;158.4;31/05/2024;158.4;31/05/2024;31/05/2024;5506248.53;31/05/2024;;;;;03TS;FRUKG;GBP;82031694.47;158.4;31/05/2024;2.684.498;31/05/2024;;;;;;;;
LU0645132811;301133534.37;31/05/2024;1145745.30;31/05/2024;;;;;279.2;31/05/2024;;;;;;;;;;;279.2;31/05/2024;279.2;31/05/2024;31/05/2024;1145745.30;31/05/2024;;;;;03TT;NOFM7;GBP;301133534.37;279.2;31/05/2024;279.2;31/05/2024;;;;;;;;
LU0645132738;301133534.37;31/05/2024;26663.92;31/05/2024;;;;;255.8;31/05/2024;;;;;;;;;;;255.8;31/05/2024;255.8;31/05/2024;31/05/2024;26663.92;31/05/2024;;;;;03TU;NOFM7;GBP;301133534.37;255.8;31/05/2024;2.788.499;31/05/2024;;;;;;;;
LU0644289422;922346900.00;30/11/2023;;;;;;;567.914;30/05/2024;;;;1.724.000.000.000.000;30/05/2024;;;;;;567.914;30/05/2024;567.914;30/05/2024;30/11/2023;;;;;1.724.000.000.000.000;30/05/2024;03VS;03FVS;USD;922346900.00;567.914;30/05/2024;802.219;30/05/2024;;;;;;;;
LU0644289422;702329300.00;30/11/2023;;;;;;;348.691;30/05/2024;;;;1.895.000.000.000.000;30/05/2024;;;;;;348.691;30/05/2024;348.691;30/05/2024;30/11/2023;;;;;1.895.000.000.000.000;30/05/2024;03VT;03FVT;USD;702329300.00;348.691;30/05/2024;398.299;30/05/2024;;;;;;;;
LU0644283060;51544900.00;30/11/2023;;;;;;;710.432;30/05/2024;;;;85.000.000.000.000;30/05/2024;;;;;;710.432;30/05/2024;710.432;30/05/2024;30/11/2023;;;;;85.000.000.000.000;30/05/2024;03VU;03FVU;USD;51544900.00;710.432;30/05/2024;861.596;30/05/2024;;;;;;;;
LU0642795305;53589800.00;30/11/2023;;;;;;;340.585;30/05/2024;;;;160.000.000.000.000;30/05/2024;;;;;;340.585;30/05/2024;340.585;30/05/2024;30/11/2023;;;;;160.000.000.000.000;30/05/2024;03VV;03FVV;USD;53589800.00;340.585;30/05/2024;480.117;30/05/2024;;;;;;;;
LU0641915516;100044900.00;30/11/2023;;;;;;;254.212;30/05/2024;;;;455.080.000.000.000;30/05/2024;;;;;;254.212;30/05/2024;254.212;30/05/2024;30/11/2023;;;;;455.080.000.000.000;30/05/2024;03VW;03FVW;USD;100044900.00;254.212;30/05/2024;590.854;30/05/2024;;;;;;;;
LU0641506000;185340800.00;30/11/2023;;;;;;;984.567;30/05/2024;;;;211.000.000.000.000;30/05/2024;;;;;;984.567;30/05/2024;984.567;30/05/2024;30/11/2023;;;;;211.000.000.000.000;30/05/2024;03VX;03FVX;USD;185340800.00;984.567;30/05/2024;1.176.824;30/05/2024;;;;;;;;
LU0641442941;1844537300.00;30/11/2023;;;;;;;49.864;30/05/2024;;;;4.140.000.000.000.000;30/05/2024;;;;;;49.864;30/05/2024;49.864;30/05/2024;30/11/2023;;;;;4.140.000.000.000.000;30/05/2024;03W4;03FW4;USD;1844537300.00;49.864;30/05/2024;631.581;30/05/2024;;;;;;;;
LU0640994264;1301810000.00;30/11/2023;;;;;;;487.551;30/05/2024;;;;2.448.800.000.000.000;30/05/2024;;;;;;487.551;30/05/2024;487.551;30/05/2024;30/11/2023;;;;;2.448.800.000.000.000;30/05/2024;03WD;03FWD;USD;1301810000.00;487.551;30/05/2024;658.206;30/05/2024;;;;;;;;
LU0640994264;1031826506.06;30/05/2024;84393958.99;30/05/2024;;;;;41.88;30/05/2024;;;;201.497.800.000.000;30/05/2024;;;;;;41.88;30/05/2024;41.88;30/05/2024;30/05/2024;84393958.99;30/05/2024;;;201.497.800.000.000;30/05/2024;03WM;Y6F25;USD;1031826506.06;41.88;30/05/2024;41.88;30/05/2024;;;;;;;;
LU0640922943;161842443.50;30/05/2024;59727029.50;30/05/2024;;;;;35.6;30/05/2024;;;;167.770.000.000.000;30/05/2024;;;;;;35.6;30/05/2024;35.6;30/05/2024;30/05/2024;59727029.50;30/05/2024;;;167.770.000.000.000;30/05/2024;03WP;GMUK;USD;161842443.50;35.6;30/05/2024;35.6;30/05/2024;;;;;;;;
LU0640922513;708457437.34;31/05/2024;;;;;;;116.22;31/05/2024;;;;16.916.700.000.000;31/05/2024;;;;;;116.22;31/05/2024;116.22;31/05/2024;31/05/2024;;;;;16.916.700.000.000;31/05/2024;03X1;03FX1;EUR;708457437.34;116.22;31/05/2024;116.22;31/05/2024;;;;;;;;
LU0640922273;490576142.50;31/05/2024;;;;;;;187.67;31/05/2024;;;;38.621.400.000.000;31/05/2024;;;;;;187.67;31/05/2024;187.67;31/05/2024;31/05/2024;;;;;38.621.400.000.000;31/05/2024;03X2;04F1L;EUR;490576142.50;187.67;31/05/2024;187.67;31/05/2024;;;;;;;;
LU0640921622;13482032.72;31/05/2024;;;;;;;101.96;31/05/2024;;;;1.831.100.000.000;31/05/2024;;;;;;101.96;31/05/2024;101.96;31/05/2024;31/05/2024;;;;;1.831.100.000.000;31/05/2024;03X5;03FX5;EUR;13482032.72;101.96;31/05/2024;1.507.872;31/05/2024;;;;;;;;
LU0640921382;13482032.72;31/05/2024;;;;;;;145.88;31/05/2024;;;;7.634.300.000.000;31/05/2024;;;;;;145.88;31/05/2024;145.88;31/05/2024;31/05/2024;;;;;7.634.300.000.000;31/05/2024;03X6;03FX5;EUR;13482032.72;145.88;31/05/2024;1.561.653;31/05/2024;;;;;;;;
LU0640920905;13482032.72;31/05/2024;;;;;;;165.35;31/05/2024;;;;288.600.000.000;31/05/2024;;;;;;165.35;31/05/2024;165.35;31/05/2024;31/05/2024;;;;;288.600.000.000;31/05/2024;03X7;03FX5;EUR;13482032.72;165.35;31/05/2024;165.35;31/05/2024;;;;;;;;
LU0640890645;44240735.23;31/05/2024;14617552.86;31/05/2024;;;;;;;35.76;31/05/2024;;40.880.400.000.000;31/05/2024;;;;;;35.76;31/05/2024;35.76;31/05/2024;31/05/2024;14617552.86;31/05/2024;;;40.880.400.000.000;31/05/2024;03XB;03FXB;GBP;44240735.23;35.76;31/05/2024;35.76;31/05/2024;;;;;;;;
LU0640453691;44240735.23;31/05/2024;15570123.29;31/05/2024;;;;;;;28.24;31/05/2024;;55.129.800.000.000;31/05/2024;;;;;;28.24;31/05/2024;28.24;31/05/2024;31/05/2024;15570123.29;31/05/2024;;;55.129.800.000.000;31/05/2024;03XC;03FXB;USD;44240735.23;28.24;31/05/2024;28.24;31/05/2024;;;;;;;;
LU0638888429;44240735.23;31/05/2024;6737730.31;31/05/2024;;;;;;;25.35;31/05/2024;;26.574.200.000.000;31/05/2024;;;;;;25.35;31/05/2024;25.35;31/05/2024;31/05/2024;6737730.31;31/05/2024;;;26.574.200.000.000;31/05/2024;03XD;03FXB;USD;44240735.23;25.35;31/05/2024;25.35;31/05/2024;;;;;;;;
LU0638090042;44240735.23;31/05/2024;2625232.93;31/05/2024;;;;;;;32.09;31/05/2024;;8.179.700.000.000;31/05/2024;;;;;;32.09;31/05/2024;32.09;31/05/2024;31/05/2024;2625232.93;31/05/2024;;;8.179.700.000.000;31/05/2024;03XE;03FXB;GBP;44240735.23;32.09;31/05/2024;32.09;31/05/2024;;;;;;;;
LU0637924464;734327291.24;31/05/2024;;;;;;;100.457;31/05/2024;;;;83.899.500.000.000;31/05/2024;;;;;;100.457;31/05/2024;100.457;31/05/2024;31/05/2024;;;;;83.899.500.000.000;31/05/2024;03XF;HQFW1;CHF;734327291.24;100.457;31/05/2024;100.457;31/05/2024;;;;;;;;
LU0637924118;102402884.01;31/05/2024;;;;;;;159.5;31/05/2024;;;;63.869.100.000.000;31/05/2024;;;;;;159.5;31/05/2024;159.5;31/05/2024;31/05/2024;;;;;63.869.100.000.000;31/05/2024;03YK;03FYK;EUR;102402884.01;159.5;31/05/2024;1.720.327;31/05/2024;;;;;;;;
LU0637924035;5896995094.27;31/05/2024;;;180.14;30/09/2014;180.14;30/09/2014;;;;;;43.104.300.000.000;30/09/2014;;180.14;30/09/2014;180.14;30/09/2014;180.14;30/09/2014;180.14;30/09/2014;31/05/2024;;;;;43.104.300.000.000;30/09/2014;03YV;JLF78;USD;5896995094.27;;;180.14;30/09/2014;;;;;;;;
LU0637923730;5896995094.27;31/05/2024;123118570.23;31/05/2024;;;;;121.61;31/05/2024;;;;101.240.715.800.000;31/05/2024;;;;;;121.61;31/05/2024;121.61;31/05/2024;31/05/2024;123118570.23;31/05/2024;;;101.240.715.800.000;31/05/2024;03YW;JLF78;USD;5896995094.27;121.61;31/05/2024;121.61;31/05/2024;;;;;;;;
LU0637577726;16569989877.29;31/05/2024;;;96.07;13/11/2019;96.07;13/11/2019;;;;;;399.109.400.000.000;13/11/2019;;96.07;13/11/2019;96.07;13/11/2019;96.07;13/11/2019;96.07;13/11/2019;31/05/2024;;;;;399.109.400.000.000;13/11/2019;03Z1;E2FZ0;EUR;16569989877.29;;;1.417.178;13/11/2019;;;;;;;;
LU0637577726;16569989877.29;31/05/2024;31656013.54;31/05/2024;;;;;80.61;31/05/2024;;;;39.269.904.400.000;31/05/2024;;;;;;80.61;31/05/2024;80.61;31/05/2024;31/05/2024;31656013.54;31/05/2024;;;39.269.904.400.000;31/05/2024;03Z2;E2FZ0;EUR;16569989877.29;80.61;31/05/2024;1.445.842;31/05/2024;;;;;;;;
LU0637577726;3396270350.13;31/05/2024;;;146.33;13/11/2019;146.33;13/11/2019;;;;;;274.747.000.000.000;13/11/2019;;146.33;13/11/2019;146.33;13/11/2019;146.33;13/11/2019;146.33;13/11/2019;31/05/2024;;;;;274.747.000.000.000;13/11/2019;03Z7;J0F86;EUR;3396270350.13;;;146.33;13/11/2019;;;;;;;;
LU0637577726;3396270350.13;31/05/2024;283625450.09;31/05/2024;;;;;158.97;31/05/2024;;;;178.411.359.300.000;31/05/2024;;;;;;158.97;31/05/2024;158.97;31/05/2024;31/05/2024;283625450.09;31/05/2024;;;178.411.359.300.000;31/05/2024;03Z8;J0F86;EUR;3396270350.13;158.97;31/05/2024;158.97;31/05/2024;;;;;;;;
LU0637577726;4633652838.94;31/05/2024;;;130.69;13/11/2019;130.69;13/11/2019;;;;;;362.874.900.000.000;13/11/2019;;130.69;13/11/2019;130.69;13/11/2019;130.69;13/11/2019;130.69;13/11/2019;31/05/2024;;;;;362.874.900.000.000;13/11/2019;03Z9;SPUBA;USD;4633652838.94;;;130.69;13/11/2019;;;;;;;;
LU0636630005;4633652838.94;31/05/2024;874295956.77;31/05/2024;;;;;;;127.09;31/05/2024;;687.956.605.900.000;31/05/2024;;;;;;127.09;31/05/2024;127.09;31/05/2024;31/05/2024;874295956.77;31/05/2024;;;687.956.605.900.000;31/05/2024;03ZA;SPUBA;USD;4633652838.94;127.09;31/05/2024;127.09;31/05/2024;;;;;;;;
LU0635710832;588054856.41;31/05/2024;;;76.75;13/11/2019;79.45;13/11/2019;;;;;;99.678.000.000.000;13/11/2019;;76.75;13/11/2019;79.45;13/11/2019;76.75;13/11/2019;76.75;13/11/2019;31/05/2024;;;;;99.678.000.000.000;13/11/2019;03ZD;NGFN1;EUR;588054856.41;;;76.75;13/11/2019;;;;;;;;
LU0635710758;588054856.41;31/05/2024;17849268.40;31/05/2024;;;;;;;68.73;31/05/2024;;25.970.736.300.000;31/05/2024;;;;;;68.73;31/05/2024;68.73;31/05/2024;31/05/2024;17849268.40;31/05/2024;;;25.970.736.300.000;31/05/2024;03ZE;NGFN1;EUR;588054856.41;68.73;31/05/2024;68.73;31/05/2024;;;;;;;;
LU0635710246;465158647.07;31/05/2024;117920158.83;31/05/2024;;;;;;;48.75;31/05/2024;;241.904.932.400.000;31/05/2024;;;;;;48.75;31/05/2024;48.75;31/05/2024;31/05/2024;117920158.83;31/05/2024;;;241.904.932.400.000;31/05/2024;03ZG;I4FX1;EUR;465158647.07;48.75;31/05/2024;921.061;31/05/2024;;;;;;;;
LU0635710162;793593598.54;31/05/2024;;;131.65;13/11/2019;131.65;13/11/2019;;;;;;311.981.900.000.000;13/11/2019;;131.65;13/11/2019;131.65;13/11/2019;131.65;13/11/2019;131.65;13/11/2019;31/05/2024;;;;;311.981.900.000.000;13/11/2019;03ZH;ARFE2;EUR;793593598.54;;;131.65;13/11/2019;;;;;;;;
LU0635706566;793593598.54;31/05/2024;94657703.16;31/05/2024;;;;;;;158.05;31/05/2024;;59.890.030.500.000;31/05/2024;;;;;;158.05;31/05/2024;158.05;31/05/2024;31/05/2024;94657703.16;31/05/2024;;;59.890.030.500.000;31/05/2024;03ZI;ARFE2;EUR;793593598.54;158.05;31/05/2024;158.05;31/05/2024;;;;;;;;
LU0635705832;16816071546.00;22/05/2024;5129699658.00;30/05/2024;;;;;81.981;30/05/2024;;;;6.257.183.653.000.000;30/05/2024;;;;;;81.981;30/05/2024;81.981;30/05/2024;22/05/2024;5129699658.00;30/05/2024;;;6.257.183.653.000.000;30/05/2024;03ZM;03FZM;HKD;16816071546.00;81.981;30/05/2024;1.593.624;30/05/2024;;;;;;;;
LU0635160079;16816071546.00;22/05/2024;678796191.30;30/05/2024;;;;;81.671;30/05/2024;;;;8.311.324.657.000.000;30/05/2024;;;;;;81.671;30/05/2024;81.671;30/05/2024;22/05/2024;678796191.30;30/05/2024;;;8.311.324.657.000.000;30/05/2024;03ZN;03FZM;USD;16816071546.00;81.671;30/05/2024;158.466;30/05/2024;;;;;;;;
LU0635160079;107050397.34;31/05/2024;;;;;;;50.22;31/05/2024;;;;213.156.200.000.000;31/05/2024;;;;;;50.22;31/05/2024;50.22;31/05/2024;31/05/2024;;;;;213.156.200.000.000;31/05/2024;041F;03FX0;EUR;107050397.34;50.22;31/05/2024;523.648;31/05/2024;;;;;;;;
LU0634319403;708457437.34;31/05/2024;;;;;;;65.19;31/05/2024;;;;529.903.800.000.000;31/05/2024;;;;;;65.19;31/05/2024;65.19;31/05/2024;31/05/2024;;;;;529.903.800.000.000;31/05/2024;041G;03FX1;EUR;708457437.34;65.19;31/05/2024;834.708;31/05/2024;;;;;;;;
LU0634319403;708457437.34;31/05/2024;;;;;;;95.12;31/05/2024;;;;303.631.300.000.000;31/05/2024;;;;;;95.12;31/05/2024;95.12;31/05/2024;31/05/2024;;;;;303.631.300.000.000;31/05/2024;041H;03FX1;EUR;708457437.34;95.12;31/05/2024;1.009.515;31/05/2024;;;;;;;;
LU0634319239;28015394.08;31/05/2024;;;;;;;785.84;31/05/2024;;;;3.565.000.000.000;31/05/2024;;;;;;785.84;31/05/2024;785.84;31/05/2024;31/05/2024;;;;;3.565.000.000.000;31/05/2024;041I;04F1I;EUR;28015394.08;785.84;31/05/2024;8.397.497;31/05/2024;;;;;;;;
LU0634319239;490576142.50;31/05/2024;;;;;;;108.03;31/05/2024;;;;62.897.400.000.000;31/05/2024;;;;;;108.03;31/05/2024;108.03;31/05/2024;31/05/2024;;;;;62.897.400.000.000;31/05/2024;041L;04F1L;EUR;490576142.50;108.03;31/05/2024;1.848.802;31/05/2024;;;;;;;;
